id;date;price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_built;yr_renovated;zipcode;lat;long;sqft_living15;sqft_lot15
9178600055;20150505T000000;695000;2;1;1140;3990;1;0;0;3;7;1140;0;1924;0;98103;476.554;-122.333;1800;5700
3362900696;20141020T000000;415000;3;1;1500;3399;2;0;0;5;7;1300;200;1926;0;98103;476.838;-122.352;1360;3588
9465200181;20150428T000000;475000;4;1.5;2320;5534;1.5;0;0;4;7;1540;780;1915;0;98103;476.944;-122.355;1670;5913
2402100055;20140716T000000;670000;4;3;2500;5000;1.5;0;0;4;7;1460;1040;1926;0;98103;476.895;-122.331;1720;4500
6690500070;20140721T000000;579000;3;2.5;1990;4040;1.5;0;0;5;8;1390;600;1926;0;98103;476.867;-122.354;1180;3030
1919800260;20140716T000000;645000;3;1.75;2340;6750;1.5;0;0;5;7;1620;720;1914;0;98103;476.956;-122.335;1410;3388
9136101776;20140918T000000;709000;4;1;1680;4087;1.5;0;0;3;7;1680;0;1911;0;98103;476.667;-122.337;1740;3745
5540800100;20150511T000000;245000;3;1;910;6630;1;0;0;4;6;910;0;1912;0;98103;476.947;-122.346;950;5100
5511600245;20150324T000000;350000;2;1;1350;3880;1;0;0;3;6;950;400;1927;0;98103;476.842;-122.344;1670;3920
1646500785;20141215T000000;499000;2;1;1450;3090;2;0;0;3;7;1450;0;1919;1987;98103;476.853;-122.356;1450;4635
1994200031;20140620T000000;450000;3;2;1430;3480;1;0;0;3;7;980;450;1947;0;98103;476.874;-122.336;1450;4650
9521100586;20140524T000000;479000;3;1;1370;3000;1.5;0;0;3;7;1370;0;1924;0;98103;476.619;-122.351;1510;2151
4310702787;20140717T000000;335000;3;3;1430;1249;3;0;0;3;8;1430;0;2003;0;98103;476.971;-122.34;1020;1112
9136103130;20141201T000000;430000;2;1.5;1090;4013;1.5;0;0;3;7;1090;0;1900;0;98103;476.652;-122.338;1390;4013
9136103130;20150512T000000;685000;2;1.5;1090;4013;1.5;0;0;3;7;1090;0;1900;0;98103;476.652;-122.338;1390;4013
6431500283;20141117T000000;409500;3;1;1340;4120;1;0;0;4;7;1040;300;1921;0;98103;476.916;-122.352;1270;4635
3797002585;20140709T000000;660000;3;1;1240;3500;1;0;0;4;7;1240;0;1927;0;98103;476.835;-122.347;1650;3360
3362400590;20150219T000000;700000;4;2;2230;4635;1.5;0;0;5;7;1510;720;1908;0;98103;47.682;-122.349;1520;4635
4083801785;20150313T000000;660000;2;1;1070;5000;1;0;0;3;7;1070;0;1924;0;98103;476.631;-122.337;1400;4000
1931301105;20140717T000000;440000;3;2;1550;2401;2;0;0;3;7;1550;0;1996;0;98103;476.545;-122.348;1550;3446
9550200265;20140818T000000;625000;3;1;1240;4080;1;0;0;3;7;1240;0;1925;0;98103;47.667;-122.333;2060;4080
9136101335;20140515T000000;613000;4;2;1550;4815;1.5;0;0;3;7;1550;0;1909;0;98103;47.667;-122.336;1680;4013
9551201250;20140902T000000;750000;3;1;1640;6516;1.5;0;0;4;7;1440;200;1935;0;98103;476.693;-122.339;1770;4000
3797000300;20140808T000000;405000;2;1;880;3000;1;0;0;5;7;880;0;1927;0;98103;476.868;-122.349;1300;3000
2331300025;20150311T000000;967000;4;3.25;1860;4356;2;0;0;3;9;1860;0;1917;2005;98103;476.785;-122.351;1860;4356
9523103001;20141013T000000;389000;2;1;850;3276;1;0;0;3;6;850;0;1910;0;98103;476.742;-122.35;1460;4100
1997200165;20140916T000000;802000;3;2.25;2170;5001;2;0;0;3;8;2170;0;2014;0;98103;476.937;-122.338;1700;6991
4083301645;20141024T000000;525000;3;1;1550;6840;1.5;0;0;3;7;1550;0;1918;0;98103;476.572;-122.335;2370;4560
1257201130;20141001T000000;1,02E+09;4;2.5;2700;4590;2;0;0;3;8;2700;0;2002;0;98103;476.734;-122.329;2080;3570
2919201095;20150327T000000;540000;3;1;1270;3840;1.5;0;0;3;7;1270;0;1926;0;98103;476.896;-122.357;1270;4175
1257201295;20140708T000000;480000;2;1;1060;3040;1;0;0;3;7;860;200;1924;0;98103;476.725;-122.329;1470;3814
4310702775;20150203T000000;280000;2;1.5;800;1196;2;0;0;3;8;800;0;2003;0;98103;476.972;-122.341;1020;1087
4083303815;20150421T000000;695000;5;2;3160;3990;1.5;0;0;3;7;1870;1290;1923;0;98103;47.654;-122.337;1780;4240
3126049436;20140912T000000;416000;3;2.5;1710;1296;3;0;0;3;8;1510;200;2004;0;98103;476.963;-122.342;1610;1282
9521100855;20140610T000000;440000;3;1.5;1290;1286;3;0;0;3;7;1290;0;2000;0;98103;476.617;-122.349;1720;1286
263000164;20141217T000000;425000;2;1;830;6030;1;0;0;4;6;830;0;1925;0;98103;476.994;-122.347;1280;6030
263000291;20140904T000000;433500;3;1.75;1540;9450;1;0;0;4;6;1040;500;1919;0;98103;476.985;-122.348;1200;5400
9521101055;20140827T000000;720000;4;1.75;2530;5000;1.5;0;2;5;8;2070;460;1917;0;98103;476.624;-122.348;1950;3600
4459800100;20150422T000000;390000;2;1;980;3800;1;0;0;3;7;980;0;1926;0;98103;476.903;-122.34;1520;5010
1997200215;20140507T000000;599999;9;4.5;3830;6988;2.5;0;0;3;7;2450;1380;1938;0;98103;476.927;-122.338;1460;6291
9523104345;20141218T000000;825000;5;3;4080;7500;2;0;2;4;8;2720;1360;1961;0;98103;476.722;-122.349;2000;4545
1257202120;20141030T000000;579100;2;1;1070;2754;1;0;0;3;7;830;240;1924;0;98103;476.755;-122.331;1760;4080
9523100459;20140609T000000;552000;2;2.5;1380;951;3;0;0;3;9;1380;0;2006;0;98103;476.654;-122.355;1430;3400
4083304535;20141114T000000;1,05E+09;4;2.75;2950;4560;2;0;0;5;7;1810;1140;1912;0;98103;476.525;-122.333;2000;4560
9482700475;20140927T000000;875000;4;3.5;2850;4416;1.5;0;0;3;7;2040;810;1926;0;98103;476.835;-122.342;1860;4416
2917200615;20150325T000000;486700;2;1;1200;6278;1;0;0;3;7;1080;120;1942;0;98103;477.001;-122.351;1200;6211
9551201295;20140728T000000;527500;2;1;1170;3000;1.5;0;0;3;7;1170;0;1910;0;98103;476.697;-122.338;1530;4000
2919201335;20140731T000000;912000;4;3.75;1980;4095;2;0;0;3;9;1980;0;2009;0;98103;476.901;-122.356;1480;3840
993000090;20150414T000000;752000;6;3.75;3810;6663;2;0;0;4;8;3810;0;1977;0;98103;476.938;-122.34;1610;4561
6046401105;20150423T000000;450000;2;1.5;1450;2550;1;0;0;3;7;820;630;1984;0;98103;476.911;-122.348;1450;5100
4083304190;20140804T000000;680000;1;2.5;1820;3008;2;0;0;3;7;1090;730;1910;2004;98103;476.529;-122.339;1860;3420
3362400615;20140820T000000;400000;3;1;1350;3090;1.5;0;0;5;6;1350;0;1914;0;98103;47.682;-122.348;1350;3090
993001332;20140903T000000;407000;3;2.25;1430;1448;3;0;0;3;8;1430;0;2005;0;98103;476.916;-122.341;1430;1383
9136102680;20140923T000000;626500;3;1.75;1610;3210;1;0;0;5;7;910;700;1928;0;98103;476.656;-122.335;1420;3210
9521101015;20140626T000000;725000;6;3;3110;5000;1.5;0;0;5;7;1810;1300;1921;0;98103;476.631;-122.348;1600;4000
4083302370;20150313T000000;775000;5;1;1860;3040;1.5;0;0;3;7;1530;330;1921;0;98103;476.559;-122.339;1910;3600
3362401295;20150330T000000;630000;2;1.75;1260;5300;1;0;0;4;7;840;420;1951;0;98103;476.809;-122.348;1280;3000
3912000020;20150430T000000;745000;3;2;2290;5001;1;0;0;4;7;1490;800;1960;0;98103;476.909;-122.339;1230;5001
1930300190;20140714T000000;716100;3;1;1640;4000;1.5;0;0;5;7;1640;0;1909;0;98103;476.563;-122.351;2140;4000
3856901435;20141027T000000;720000;4;2;1760;4500;1.5;0;0;5;7;1760;0;1906;0;98103;476.711;-122.331;1740;4220
3226049478;20140725T000000;430000;4;1;1350;9000;1.5;0;0;4;7;1350;0;1964;0;98103;476.953;-122.332;1940;8000
1972200660;20150415T000000;465000;2;1.5;1120;1201;3;0;0;3;8;1120;0;1999;0;98103;476.524;-122.353;1370;1298
9136101271;20150416T000000;599000;4;1;1590;4280;1.5;0;0;3;7;1590;0;1924;0;98103;47.667;-122.335;2230;4280
6430500010;20140620T000000;547000;5;2.5;2200;4080;1.5;0;0;5;7;1420;780;1916;0;98103;476.872;-122.35;1300;4080
3362401815;20140930T000000;764000;3;2;1420;4080;1.5;0;0;5;8;1420;0;1904;0;98103;476.801;-122.348;1220;3060
6430000280;20141216T000000;453000;4;2;1880;5100;1;0;0;3;8;1880;0;1952;0;98103;476.872;-122.349;1610;4590
8021700715;20140514T000000;702500;3;1.5;2360;6750;2;0;0;5;7;1930;430;1926;0;98103;476.923;-122.332;1320;4500
8129700255;20150213T000000;798750;2;2.25;2160;2578;3;0;0;3;8;2160;0;2005;0;98103;476.607;-122.354;1800;2142
3362401611;20150325T000000;1,17E+09;4;3.75;3920;4500;3;0;0;3;8;3920;0;2013;0;98103;476.805;-122.346;2040;3000
7821200307;20150217T000000;515000;2;1;970;3300;1;0;0;4;7;970;0;1916;0;98103;476.609;-122.343;1060;3600
1972202005;20140521T000000;475000;4;2;1790;2250;1;0;2;4;7;840;950;1909;0;98103;476.526;-122.345;1440;1545
6430500293;20141112T000000;395000;2;1.5;1010;3060;1;0;0;4;7;1010;0;1918;0;98103;476.897;-122.354;1160;4080
3797000680;20141125T000000;549000;3;2;1340;3000;2;0;0;5;7;1340;0;1905;0;98103;476.857;-122.349;1120;3000
510002995;20150407T000000;832600;4;1;1640;4200;1.5;0;0;3;7;1640;0;1925;0;98103;476.601;-122.332;1730;3990
9551201585;20140701T000000;1,30E+09;6;2.75;2630;9420;2;0;0;5;9;2510;120;1900;0;98103;476.695;-122.337;1540;4969
3363900280;20150311T000000;678500;3;2.75;1210;3600;1.5;0;2;5;7;1210;0;1910;0;98103;476.798;-122.354;1630;3910
3797001815;20150217T000000;532500;2;1;820;3000;1;0;0;4;7;820;0;1924;0;98103;476.842;-122.348;1490;3000
3856900507;20140512T000000;1,32E+09;4;3.5;3460;3997;2;0;0;3;10;2560;900;2004;0;98103;476.718;-122.329;1860;4000
9136100420;20150408T000000;767500;4;2;2350;4815;1.5;0;0;4;7;1450;900;1914;0;98103;476.681;-122.338;1640;4013
9232900050;20140806T000000;300000;2;1.75;2120;6350;1;0;0;4;6;1440;680;1924;0;98103;476.974;-122.356;1590;6350
2264500425;20140620T000000;640000;2;1.75;1760;4400;1;0;0;4;7;880;880;1930;0;98103;47.65;-122.34;1330;4180
4083802195;20150319T000000;578888;2;2;1060;4000;1;0;0;2;7;1000;60;1914;0;98103;476.626;-122.337;1310;4000
9521100280;20140612T000000;480000;3;2.5;1250;1103;3;0;2;3;8;1250;0;2005;0;98103;476.619;-122.352;1250;1188
9178601630;20141113T000000;720000;2;1;1580;2199;2;0;2;3;8;1580;0;1921;1995;98103;476.541;-122.329;2170;4405
4083306345;20150504T000000;1,00E+06;4;1.5;2100;4560;1.5;0;0;4;8;2100;0;1912;0;98103;476.497;-122.336;1930;4560
1923300170;20150109T000000;629000;5;2;2050;3000;1.5;0;0;3;7;1470;580;1912;1984;98103;476.864;-122.352;1560;4500
2877100235;20141222T000000;650000;5;2;2400;3500;1.5;0;0;3;8;1900;500;1911;0;98103;476.762;-122.356;1520;4000
263000050;20141031T000000;730000;3;2.5;2160;8809;1;0;0;3;9;1540;620;2014;0;98103;476.994;-122.349;930;5420
8032700010;20140716T000000;665000;3;2.5;1730;3000;2;0;0;3;8;1730;0;1996;0;98103;476.532;-122.34;1730;1774
263000280;20141202T000000;450000;3;2;1150;4500;1.5;0;0;3;7;1150;0;1917;1991;98103;476.985;-122.348;1230;5400
5540800130;20150318T000000;447500;2;1;1180;5100;1.5;0;0;3;7;1180;0;1926;0;98103;476.947;-122.346;980;5100
9551202130;20140714T000000;980000;5;2.5;2750;6000;1.5;0;0;3;8;1750;1000;1904;1994;98103;476.729;-122.334;1520;4158
1324300091;20140528T000000;370000;3;1;800;2296;1;0;0;4;6;800;0;1908;0;98103;476.546;-122.356;1480;1472
1972201856;20140507T000000;526000;2;2;1550;2400;1.5;0;0;4;7;1550;0;1900;0;98103;47.654;-122.346;1180;1224
4083304835;20141023T000000;620000;2;1;990;4332;1;0;0;3;7;990;0;1909;0;98103;476.528;-122.331;1920;3420
9523103000;20141020T000000;780000;3;1.75;2430;4524;1.5;0;0;4;7;1830;600;1924;0;98103;47.674;-122.35;1610;4100
9551201660;20140613T000000;1.03e+006;4;2.5;2750;4800;2;0;0;3;9;1960;790;1905;2005;98103;476.709;-122.337;2400;5300
6815100095;20141223T000000;510000;2;1;1310;4000;1;0;0;3;6;1310;0;1913;0;98103;476.854;-122.329;1550;4000
6430500233;20150416T000000;650000;3;2;1840;3075;1;0;0;5;7;920;920;1928;0;98103;476.894;-122.35;1480;3774
6813600380;20141224T000000;700000;3;3;2090;7440;1.5;0;0;5;7;1290;800;1922;0;98103;476.891;-122.331;1570;4960
9136102057;20140905T000000;650000;4;2.5;2160;3139;1;0;0;3;7;1080;1080;1940;0;98103;476.662;-122.338;1650;3740
9178601660;20150514T000000;1,70E+09;5;3;3320;5354;2;0;0;3;9;3320;0;2004;0;98103;476.542;-122.331;2330;4040
9524100050;20141222T000000;360000;3;1.75;1255;1113;3;0;0;3;8;1255;0;2010;0;98103;476.958;-122.343;1010;1038
9550200225;20140711T000000;625000;3;1.5;1230;3060;1;0;0;3;7;910;320;1927;0;98103;47.667;-122.333;1260;4488
3363400655;20140724T000000;549000;2;2;1980;6000;1.5;0;0;5;7;1220;760;1906;0;98103;476.809;-122.351;1280;3900
5694000768;20140922T000000;550000;3;2.25;1700;1481;3;0;0;3;8;1700;0;2002;0;98103;476.598;-122.349;1560;1350
6431500280;20150323T000000;393000;2;1;830;5000;1;0;0;4;7;830;0;1921;0;98103;476.914;-122.352;1110;5000
1931300425;20140908T000000;539000;3;2.5;2170;3200;1.5;0;0;5;7;1280;890;1923;0;98103;476.543;-122.347;1180;1224
9482700080;20141013T000000;575575;3;1.75;1516;2897;1;0;0;3;7;998;518;1925;0;98103;476.842;-122.341;2100;3854
3126049439;20150109T000000;313000;2;1.5;870;747;2;0;0;3;8;800;70;2004;0;98103;476.967;-122.342;1710;1280
993000950;20140906T000000;320000;2;1.5;1110;1200;3;0;0;3;8;1110;0;2000;0;98103;476.931;-122.342;1110;1363
9523102580;20140523T000000;599000;3;2.75;1960;2500;1.5;0;0;5;7;1410;550;1926;0;98103;476.744;-122.353;2040;5000
993001330;20140505T000000;406100;3;2.25;1410;1332;3;0;0;3;8;1410;0;2005;0;98103;476.916;-122.34;1430;1448
2708100130;20150503T000000;550000;2;1;1070;3000;1;0;0;4;7;870;200;1926;0;98103;476.828;-122.353;1890;3300
263000359;20140630T000000;355000;3;2.25;1370;1524;3;0;0;3;8;1370;0;2005;0;98103;476.982;-122.347;1370;1418
4083306720;20140915T000000;560000;4;1.5;1790;3420;1;0;0;4;7;1020;770;1923;0;98103;476.489;-122.337;1680;3420
6865200095;20141024T000000;725000;3;2;2110;5800;1.5;0;0;4;7;1990;120;1927;0;98103;476.645;-122.342;1620;4300
9523102750;20140812T000000;870000;3;1.5;2420;5000;2;0;0;4;8;2200;220;1925;0;98103;476.744;-122.353;2070;5000
9521100585;20140613T000000;499950;3;1;1830;3000;1.5;0;0;3;7;1430;400;1926;0;98103;476.619;-122.351;1510;2500
5694001061;20140620T000000;587206;3;3.5;1890;1710;2;0;0;3;8;1640;250;1999;0;98103;476.592;-122.349;1680;1562
6813600415;20140508T000000;515000;2;1;1060;4960;1;0;0;3;7;1060;0;1926;0;98103;476.896;-122.331;1420;4960
7834800225;20140820T000000;875000;3;2;2010;4000;1;0;0;5;7;1210;800;1915;0;98103;476.638;-122.329;1770;4000
4310700020;20141010T000000;280000;3;1;1100;5132;1;0;0;3;6;840;260;1948;0;98103;477.011;-122.336;1280;5132
993000873;20150318T000000;380500;3;2;1270;1348;3;0;0;3;8;1270;0;2003;0;98103;476.929;-122.342;1180;1360
4083800555;20150326T000000;550000;2;1;980;3080;1.5;0;0;3;7;980;0;1910;1946;98103;476.646;-122.339;1450;3333
625049313;20140902T000000;460000;3;1;1140;4600;1;0;0;3;7;1140;0;1942;0;98103;476.897;-122.337;1370;5000
6749700031;20140609T000000;345000;3;2.5;1210;1420;3;0;0;3;8;1210;0;2008;0;98103;476.977;-122.349;1190;1407
2883201055;20140910T000000;875000;4;1;1670;4600;1.5;0;0;5;8;1670;0;1906;0;98103;476.838;-122.332;1820;4600
1529300115;20140602T000000;455000;2;1;1170;6000;1;0;0;4;7;970;200;1941;0;98103;476.994;-122.354;2130;6002
9129100040;20140825T000000;1,00E+06;4;3.25;3320;8587;3;0;0;3;11;2950;370;2008;0;98103;47.691;-122.337;1860;5668
9522100485;20140515T000000;585000;5;1.75;2000;3750;2;0;0;4;7;2000;0;1921;0;98103;476.618;-122.355;1520;3750
1931300035;20140516T000000;785000;3;2;2180;5440;1;0;0;5;7;1100;1080;1904;0;98103;47.657;-122.345;1470;4109
4310700665;20150305T000000;450000;4;3;2200;4466;2;0;0;3;7;2200;0;1968;0;98103;477.005;-122.339;1780;2250
510001280;20140714T000000;980000;4;2;2190;4560;2.5;0;0;5;8;2190;0;1910;0;98103;47.662;-122.329;2190;4560
6749700110;20141029T000000;342000;3;3;1260;1634;3;0;0;3;8;1260;0;1998;0;98103;47.697;-122.349;1260;1135
9522100375;20140715T000000;775000;5;1.5;1720;5000;1.5;0;0;3;8;1720;0;1915;0;98103;476.627;-122.355;1720;5000
6430500291;20150212T000000;565000;3;1;1260;4080;1.5;0;0;4;7;1260;0;1928;0;98103;476.893;-122.354;1130;3876
510002506;20140825T000000;459500;2;1.5;1170;1079;3;0;0;3;7;1170;0;2003;0;98103;476.607;-122.333;1170;1116
1257202215;20140714T000000;810000;4;1.75;1760;4080;1.5;0;0;4;8;1760;0;1906;0;98103;47.675;-122.331;1760;6120
6046400755;20150511T000000;475000;5;1.75;2020;5100;1.5;0;0;5;7;1320;700;1911;0;98103;476.915;-122.345;1130;5100
4310701577;20140509T000000;382000;3;3.25;1410;1253;3;0;0;3;8;1410;0;2005;0;98103;476.981;-122.34;1410;1253
1972201965;20140624T000000;510000;3;2.25;1420;1309;3;0;0;3;8;1420;0;2006;0;98103;476.534;-122.346;1500;1282
263000329;20141008T000000;349950;3;2.5;1420;1162;3;0;0;3;8;1420;0;2002;0;98103;476.982;-122.349;1430;1560
263000040;20141001T000000;452000;3;2.5;1530;5032;2;0;0;3;7;1530;0;1998;0;98103;476.985;-122.349;1450;2136
1994200375;20141203T000000;601150;2;2;1660;5200;1;0;0;5;7;1120;540;1906;0;98103;476.871;-122.334;1260;5160
9521100880;20140916T000000;588000;3;1.5;1780;4200;1.5;0;0;4;8;1780;0;1916;0;98103;47.662;-122.349;1380;3333
